"Term","Avg_Rate","Credit_Rating","Date"
"36",31.77,"HR","2014-02-27"
"36",24.52,"D","2014-02-27"
"60",21.79,"C","2013-04-12"
"60",26.24,"D","2013-04-12"
"36",6.59,"AA","2012-04-10"
"36",24.69,"D","2013-02-20"
"36",18.24,"C","2012-05-10"
"60",28.62,"E","2013-04-12"
"36",10.89,"A","2013-02-20"
"36",20.15,"C","2012-04-10"
"36",13.59,"B","2012-04-10"
"60",15.79,"B","2012-04-10"
"36",29.99,"HR","2012-04-10"
"36",15.35,"B","2013-02-20"
"36",15.99,"B","2013-04-12"
"36",12.64,"B","2013-02-20"
"36",23.94,"D","2013-02-20"
"36",17.68,"B","2012-10-22"
"60",24.43,"C","2014-02-27"
"36",9.3,"A","2013-02-20"
"60",11.59,"A","2013-02-20"
"36",8.79,"A","2013-02-20"
"36",30.99,"E","2014-02-27"
"36",17.74,"C","2012-05-10"
"60",16.85,"C","2012-04-10"
"60",18.3,"B","2012-10-22"
"36",31.77,"HR","2013-09-14"
"36",25.66,"D","2012-05-10"
"60",10.99,"A","2012-05-10"
"36",26.99,"E","2012-04-10"
"36",10.99,"A","2013-02-20"
"60",25.73,"D","2013-09-14"
"36",27.69,"E","2012-04-10"
"60",15,"B","2013-02-20"
"60",23.1,"D","2012-04-10"
"60",12.69,"A","2012-05-10"
"36",16.2,"B","2012-04-10"
"36",29.25,"E","2012-04-10"
"36",28.5,"E","2013-02-20"
"36",21,"D","2013-02-20"
"60",25.73,"D","2013-09-14"
"36",8.99,"A","2014-02-27"
"36",10.39,"A","2013-02-20"
"36",9.64,"A","2012-10-22"
"60",26.84,"D","2013-09-14"
"36",31.77,"HR","2013-09-14"
"36",19.02,"C","2012-10-22"
"36",10.5,"A","2013-02-20"
"60",14.21,"A","2013-04-12"
"60",30.3,"E","2013-04-12"
"60",24.32,"D","2012-05-10"
"36",13.14,"B","2013-02-20"
"36",24.52,"D","2014-02-27"
"60",15.7,"C","2013-02-20"
"36",27.86,"E","2013-04-12"
"36",31.77,"HR","2012-10-22"
"36",10.99,"A","2012-04-10"
"36",8.49,"AA","2012-05-10"
"36",29.58,"E","2012-10-22"
"60",16.49,"B","2013-04-12"
"60",12.08,"AA","2013-09-14"
"60",9.61,"AA","2014-02-27"
"36",12.74,"B","2013-02-20"
"60",20.85,"B","2014-02-27"
"60",21.81,"C","2013-09-14"
"60",14,"B","2012-04-10"
"36",31.77,"HR","2014-02-27"
"60",18.4,"C","2012-04-10"
"36",31.34,"HR","2012-04-10"
"60",19.4,"C","2013-02-20"
"36",8.74,"A","2013-02-20"
"36",18.4,"C","2013-02-20"
"60",21.5,"D","2013-02-20"
"36",23.46,"D","2012-05-10"
"36",16.85,"C","2013-02-20"
"60",11.89,"A","2013-02-20"
"36",11.39,"A","2013-02-20"
"36",17.68,"B","2014-02-27"
"60",18.4,"C","2012-04-10"
"36",31.77,"HR","2013-09-14"
"36",8.79,"A","2013-02-20"
"36",31.77,"HR","2012-10-22"
"36",24.92,"D","2013-04-12"
"36",22.87,"D","2012-10-22"
"36",18.75,"C","2013-02-20"
"36",21.48,"C","2012-10-22"
"36",10.5,"A","2012-04-10"
"36",7.59,"AA","2012-04-10"
"36",18.7,"C","2012-04-10"
"36",18.75,"C","2013-02-20"
"36",11.99,"A","2012-04-10"
"60",15.79,"B","2012-05-10"
"36",12.74,"B","2013-02-20"
"36",16.95,"C","2012-04-10"
"36",7.16,"AA","2013-02-20"
"36",30.06,"E","2012-05-10"
"36",12.99,"A","2012-04-10"
"36",31.77,"HR","2012-10-22"
"60",26.72,"D","2012-04-10"
"36",7.99,"AA","2012-05-10"
"36",23.94,"D","2013-02-20"
"60",14.21,"A","2013-09-14"
"36",31.77,"HR","2012-10-22"
"60",22.84,"C","2012-05-10"
"60",8.69,"AA","2012-05-10"
"36",21.99,"D","2013-04-12"
"36",22.35,"D","2013-02-20"
"60",18.45,"B","2014-02-27"
"36",15.5,"B","2012-04-10"
"36",18.4,"C","2013-02-20"
"36",12.99,"A","2012-05-10"
"36",14.65,"B","2013-02-20"
"60",12.08,"AA","2013-09-14"
"36",9.2,"A","2013-02-20"
"60",17.65,"C","2013-02-20"
"36",14.14,"B","2013-04-12"
"36",16.79,"B","2012-10-22"
"60",24.89,"D","2013-09-14"
"36",30.99,"E","2014-02-27"
"60",19.05,"C","2013-02-20"
"60",22.84,"C","2012-05-10"
"60",13.14,"B","2013-02-20"
"60",31.65,"E","2013-09-14"
"12",19,"D","2014-02-27"
"60",9.9,"A","2013-02-20"
"60",28.27,"D","2013-09-14"
"60",15.2,"B","2013-02-20"
"36",20.19,"C","2013-09-14"
"60",23.59,"D","2012-05-10"
"36",18.74,"C","2014-02-27"
"60",12.24,"B","2013-02-20"
"36",18.99,"C","2012-05-10"
"36",28,"E","2013-02-20"
"60",17.65,"C","2013-02-20"
"60",23.19,"C","2012-04-10"
"60",28.7,"D","2014-02-27"
"60",15.85,"C","2013-02-20"
"36",20.49,"C","2012-05-10"
"60",18.96,"B","2013-04-12"
"36",28.5,"E","2013-02-20"
"60",19.84,"C","2012-05-10"
"36",23.46,"D","2012-05-10"
"36",21.99,"D","2012-05-10"
"36",13.59,"B","2012-05-10"
"60",14.74,"B","2012-04-10"
"36",10.39,"A","2013-02-20"
"60",14.74,"B","2012-04-10"
"36",10.89,"A","2013-02-20"
"60",22.35,"D","2013-02-20"
"36",10.99,"A","2013-02-20"
"36",12.39,"A","2013-02-20"
"60",10.99,"A","2013-02-20"
"60",27.05,"D","2014-02-27"
"60",14.35,"B","2013-02-20"
"36",12.39,"A","2013-02-20"
"12",21.99,"E","2013-09-14"
"36",31.77,"HR","2012-10-22"
"36",20.99,"C","2013-09-14"
"36",20.1,"D","2013-02-20"
"36",9.74,"A","2012-10-22"
"36",14.85,"B","2012-04-10"
"36",10.89,"A","2013-09-14"
"60",24.68,"C","2014-02-27"
"36",9.74,"A","2013-04-12"
"36",15,"B","2013-02-20"
"36",26.29,"E","2012-04-10"
"60",19.4,"C","2013-02-20"
"36",30.99,"E","2014-02-27"
"36",12.99,"A","2012-05-10"
"36",21.59,"C","2012-05-10"
"60",23.59,"D","2012-05-10"
"36",13.49,"B","2012-04-10"
"36",17.74,"C","2013-09-14"
"60",24.98,"C","2012-10-22"
"36",20.19,"C","2012-05-10"
"36",26.99,"E","2012-04-10"
"36",31.77,"HR","2014-02-27"
"36",15.85,"C","2013-02-20"
"36",17.6,"C","2012-04-10"
"36",23.46,"D","2013-09-14"
"36",10.34,"A","2013-09-14"
"60",14.19,"B","2013-04-12"
"36",11.59,"A","2012-04-10"
"36",9.9,"A","2013-02-20"
"36",22.72,"D","2012-05-10"
"60",16.74,"A","2013-09-14"
"60",19.14,"C","2012-04-10"
"60",17.52,"B","2013-09-14"
"12",14.58,"C","2013-04-12"
"36",31.77,"HR","2014-02-27"
"36",31.77,"HR","2014-02-27"
"36",11.53,"A","2012-04-10"
"60",16.55,"C","2013-02-20"
"36",19.8,"C","2012-04-10"
"36",17.74,"C","2012-05-10"
"36",23.46,"D","2012-05-10"
"36",8.39,"AA","2013-09-14"
"36",12.49,"A","2012-04-10"
"60",24.69,"D","2012-04-10"
"36",20.99,"C","2013-09-14"
"60",25.79,"D","2012-05-10"
"36",22.72,"D","2013-09-14"
"36",31.77,"HR","2014-02-27"
"36",25.52,"D","2014-02-27"
"60",16.95,"C","2012-04-10"
"60",26.1,"D","2012-10-22"
"36",20.99,"C","2012-05-10"
"60",20.39,"B","2012-10-22"
"36",31.77,"HR","2012-10-22"
"36",14.14,"B","2013-04-12"
"60",21.55,"D","2012-04-10"
"36",24.49,"D","2013-09-14"
"36",16.39,"B","2012-04-10"
"36",23.1,"D","2012-04-10"
"60",15.35,"B","2013-02-20"
"36",27.12,"E","2013-04-12"
"60",14,"B","2013-02-20"
"36",20.85,"D","2012-04-10"
"36",17.34,"C","2012-05-10"
"36",15.5,"B","2012-04-10"
"36",12.99,"A","2013-02-20"
"36",17.34,"C","2012-05-10"
"36",6.05,"AA","2013-02-20"
"60",23.98,"C","2013-09-14"
"60",18.45,"B","2014-02-27"
"60",12.08,"AA","2013-09-14"
"60",18.19,"B","2012-05-10"
"36",13.14,"B","2013-02-20"
"36",17.74,"C","2013-09-14"
"36",27.12,"E","2012-05-10"
"36",20.99,"C","2013-09-14"
"36",9.74,"A","2012-05-10"
"36",14.4,"B","2012-04-10"
"36",12.49,"A","2012-04-10"
"60",28.04,"D","2013-09-14"
"36",20.49,"C","2014-02-27"
"36",24.49,"D","2014-02-27"
"60",24.32,"D","2012-04-10"
"36",13.05,"B","2013-02-20"
"36",24.99,"D","2012-10-22"
"36",9.9,"A","2013-02-20"
"36",12.49,"A","2013-04-12"
"36",16.39,"B","2012-05-10"
"36",20.99,"C","2012-05-10"
"60",15.79,"B","2012-05-10"
"60",10.99,"A","2012-04-10"
"60",19.05,"C","2013-02-20"
"36",11.89,"A","2013-02-20"
"36",8.09,"AA","2013-02-20"
"36",31.77,"HR","2014-02-27"
"36",15.35,"B","2013-02-20"
"36",14,"B","2013-02-20"
"36",11.99,"A","2012-04-10"
"60",32.58,"E","2013-09-14"
"36",24.19,"D","2012-05-10"
"12",6.28,"A","2012-10-22"
"36",31.34,"HR","2012-04-10"
"36",15.5,"B","2012-04-10"
"36",9.3,"A","2013-02-20"
"36",21.48,"C","2012-10-22"
"36",31.77,"HR","2014-02-27"
"36",10.34,"A","2013-09-14"
"36",12.74,"B","2013-02-20"
"36",16.85,"C","2013-02-20"
"36",9.24,"A","2012-04-10"
"36",16.85,"C","2013-02-20"
"36",27.86,"E","2013-04-12"
"36",12.99,"A","2012-04-10"
"60",14.99,"A","2013-09-14"
"36",25.66,"D","2013-04-12"
"60",12.49,"A","2012-04-10"
"36",17.95,"C","2013-02-20"
"36",31.34,"HR","2012-04-10"
"36",8.49,"AA","2012-04-10"
"36",21.55,"D","2012-04-10"
"12",21.27,"E","2012-05-10"
"36",18,"C","2012-04-10"
"36",23.46,"D","2012-05-10"
"60",18.74,"C","2012-05-10"
"60",18.45,"B","2014-02-27"
"36",16.79,"B","2013-09-14"
"36",15.35,"B","2013-02-20"
"60",13.96,"A","2014-02-27"
"60",26.1,"D","2012-10-22"
"36",26.24,"E","2013-02-20"
"36",12.99,"A","2012-04-10"
"60",15.19,"B","2012-05-10"
"36",31.77,"HR","2014-02-27"
"60",14.21,"A","2013-04-12"
"60",26.24,"D","2013-09-14"
"60",18.19,"B","2013-04-12"
"36",11.99,"A","2012-04-10"
"36",30.59,"HR","2013-02-20"
"36",6.05,"AA","2012-04-10"
"60",15.85,"C","2013-02-20"
"36",8.79,"A","2013-02-20"
"36",31.77,"HR","2014-02-27"
"36",8.79,"A","2013-02-20"
"60",19.7,"C","2013-02-20"
"60",14.4,"B","2012-04-10"
"36",9.9,"A","2013-02-20"
"36",31.77,"HR","2012-10-22"
"36",9.24,"A","2012-04-10"
"36",21.5,"D","2013-02-20"
"60",28.09,"E","2013-04-12"
"36",26.99,"E","2012-04-10"
"36",6.49,"AA","2014-02-27"
"60",21.81,"C","2013-09-14"
"36",20.99,"C","2012-10-22"
"60",23.1,"D","2012-04-10"
"60",19.84,"C","2012-04-10"
"12",14.26,"C","2013-04-12"
"36",23.94,"D","2013-02-20"
"36",28.5,"E","2013-02-20"
"36",19.8,"C","2012-04-10"
"36",21.59,"C","2012-05-10"
"60",16.55,"C","2013-02-20"
"36",22.25,"D","2012-04-10"
"60",21.85,"D","2013-02-20"
"60",16.94,"B","2013-04-12"
"36",14.65,"B","2013-02-20"
"36",9.49,"A","2012-04-10"
"60",19.4,"C","2013-02-20"
"36",28.59,"E","2012-04-10"
"60",24.68,"C","2014-02-27"
"36",16.2,"B","2012-04-10"
"36",31.77,"HR","2012-10-22"
"60",17.95,"C","2013-02-20"
"36",12.39,"A","2013-02-20"
"60",26.84,"D","2013-09-14"
"36",31.77,"HR","2013-09-14"
"36",14.65,"B","2013-02-20"
"60",19.84,"C","2012-05-10"
"36",8.99,"A","2014-02-27"
"60",24.89,"C","2012-10-22"
"60",15.35,"C","2013-02-20"
"60",16.95,"C","2012-04-10"
"36",20.45,"C","2012-04-10"
"36",14.65,"B","2013-02-20"
"36",18.24,"C","2012-05-10"
"36",15.35,"B","2013-02-20"
"60",15.19,"B","2012-05-10"
"36",9.74,"A","2012-04-10"
"36",26.39,"E","2013-04-12"
"60",30.96,"E","2012-04-10"
"60",17.69,"B","2012-04-10"
"36",20.8,"D","2013-02-20"
"60",20.3,"D","2013-02-20"
"36",25.52,"D","2014-02-27"
"60",22.25,"D","2012-04-10"
"36",16.55,"C","2013-02-20"
"60",22.35,"D","2013-02-20"
"60",17.65,"C","2013-02-20"
"36",6.05,"AA","2012-04-10"
"60",24.89,"C","2012-10-22"
"36",16.55,"C","2013-02-20"
"60",22.25,"D","2012-04-10"
"36",19.05,"C","2013-02-20"
"36",17.65,"C","2013-02-20"
"36",16.55,"C","2013-02-20"
"60",15.35,"B","2013-02-20"
"60",16.2,"C","2013-02-20"
"36",31.77,"HR","2013-09-14"
"36",9.9,"A","2013-02-20"
"60",26.24,"D","2013-09-14"
"36",15.99,"B","2012-10-22"
"60",24.32,"D","2012-05-10"
"60",17.3,"C","2012-04-10"
"36",16.26,"B","2012-10-22"
"60",15.2,"B","2012-04-10"
"36",16.55,"C","2013-02-20"
"36",8.69,"AA","2012-04-10"
"36",17.74,"C","2013-09-14"
"36",17.34,"C","2013-09-14"
"60",28.62,"E","2013-04-12"
"12",15.28,"C","2013-04-12"
"36",12.39,"A","2013-02-20"
"60",30.32,"E","2012-05-10"
"36",29.25,"E","2012-04-10"
"36",30.59,"HR","2013-02-20"
"36",16.2,"C","2013-02-20"
"60",15.51,"A","2012-10-22"
"36",17.65,"C","2012-04-10"
"36",17.6,"C","2012-04-10"
"60",26.29,"E","2012-04-10"
"36",19.02,"C","2014-02-27"
"36",31.77,"HR","2012-10-22"
"36",12.99,"A","2012-04-10"
"60",17.95,"C","2013-02-20"
"36",12.99,"A","2012-04-10"
"60",11.01,"AA","2013-09-14"
"12",6.08,"A","2014-02-27"
"60",14,"B","2013-02-20"
"60",12.39,"A","2013-02-20"
"36",9.24,"A","2012-05-10"
"36",16.79,"B","2012-04-10"
"36",20.1,"D","2013-02-20"
"60",19.2,"C","2013-02-20"
"36",14.65,"B","2013-02-20"
"60",23.19,"C","2012-05-10"
"12",12.79,"B","2013-09-14"
"36",31.77,"HR","2014-02-27"
"36",11.99,"A","2013-02-20"
"60",20.15,"C","2012-04-10"
"36",13.59,"B","2012-04-10"
"60",15.2,"B","2012-04-10"
"36",7.69,"AA","2013-02-20"
"60",17.65,"C","2013-02-20"
"36",16.21,"B","2014-02-27"
"60",24.89,"C","2014-02-27"
"60",13.34,"A","2012-05-10"
"36",31.34,"HR","2012-04-10"
"36",16.79,"B","2012-05-10"
"36",27.86,"E","2013-04-12"
"36",13.99,"B","2012-04-10"
"60",19.14,"C","2012-05-10"
"36",13.49,"B","2012-04-10"
"60",17.65,"C","2013-02-20"
"36",17.74,"C","2013-04-12"
"36",11.99,"A","2012-04-10"
"36",18.74,"C","2014-02-27"
"60",17.69,"B","2012-04-10"
"60",22.84,"C","2012-05-10"
"60",21.55,"D","2012-04-10"
"60",18.3,"B","2012-10-22"
"36",11.89,"A","2013-02-20"
"60",24.74,"E","2013-02-20"
"36",31.77,"HR","2014-02-27"
"36",7.69,"AA","2013-02-20"
"36",31.77,"HR","2014-02-27"
"36",15.85,"C","2013-02-20"
"36",29.69,"E","2013-09-14"
"36",22.87,"D","2014-02-27"
"36",13.59,"B","2012-05-10"
"60",27.59,"D","2013-09-14"
"36",31.77,"HR","2012-10-22"
"36",14.65,"B","2013-02-20"
"60",20.59,"C","2013-04-12"
"36",20.99,"C","2012-10-22"
"36",8.09,"AA","2013-02-20"
"36",21.59,"C","2012-05-10"
"60",13.34,"A","2012-05-10"
"60",9.9,"A","2013-02-20"
"36",7.59,"AA","2012-05-10"
"36",26.29,"E","2012-04-10"
"36",7.66,"AA","2012-04-10"
"36",14.49,"B","2014-02-27"
"36",11.51,"A","2012-10-22"
"60",30.32,"E","2012-04-10"
"60",23.33,"C","2013-09-14"
"12",15.63,"C","2013-09-14"
"60",9.49,"A","2012-04-10"
"36",18.24,"C","2012-04-10"
"36",7.99,"AA","2012-05-10"
"36",23.94,"D","2013-02-20"
"60",15.35,"B","2013-02-20"
"36",29.32,"E","2012-05-10"
"36",13.5,"B","2013-02-20"
"36",10.89,"A","2012-04-10"
"36",31.77,"HR","2014-02-27"
"36",12.74,"B","2013-02-20"
"60",17.65,"C","2013-02-20"
"36",20.99,"C","2013-09-14"
"36",6.99,"AA","2013-04-12"
"36",26.39,"E","2013-04-12"
"36",17.65,"C","2013-02-20"
"36",20.45,"C","2012-04-10"
"36",16.85,"C","2013-02-20"
"12",7.35,"A","2013-04-12"
"36",10.99,"A","2013-02-20"
"60",13.34,"A","2012-04-10"
"36",12.99,"A","2012-04-10"
"36",10.89,"A","2012-04-10"
"60",17.69,"B","2012-05-10"
"36",23.46,"D","2012-05-10"
"36",13.55,"B","2013-02-20"
"36",24.99,"D","2012-10-22"
"36",21.24,"C","2012-05-10"
"36",16.95,"C","2012-04-10"
"36",12.99,"A","2012-05-10"
"36",31.77,"HR","2014-02-27"
"36",31.77,"HR","2013-09-14"
"60",24.89,"C","2012-10-22"
"36",18,"C","2012-04-10"
"36",15,"B","2013-02-20"
"36",15.59,"B","2012-05-10"
"36",16.79,"B","2012-05-10"
"36",31.77,"HR","2012-10-22"
"60",18.3,"B","2012-10-22"
"60",12.96,"A","2014-02-27"
"60",16.95,"C","2012-04-10"
"36",21.48,"C","2012-10-22"
"60",16.2,"C","2013-02-20"
"36",24.19,"D","2012-05-10"
"36",9.64,"A","2012-10-22"
"36",31.77,"HR","2012-10-22"
"60",14.74,"B","2012-05-10"
"36",17.6,"C","2012-04-10"
"60",19.4,"C","2013-02-20"
"36",26.24,"E","2013-02-20"
"60",25.49,"E","2012-04-10"
"60",17.65,"C","2013-02-20"
"12",6.08,"A","2014-02-27"
"60",16.2,"B","2012-04-10"
"36",21.99,"D","2012-04-10"
"36",18.24,"C","2012-05-10"
"36",12.99,"A","2013-09-14"
"60",20.24,"B","2013-09-14"
"36",8.79,"A","2013-02-20"
"36",31.77,"HR","2013-09-14"
"60",15.2,"B","2012-04-10"
"12",6.75,"AA","2013-04-12"
"36",6.99,"AA","2013-04-12"
"60",16.95,"C","2012-04-10"
"36",11.53,"A","2012-05-10"
"36",27.24,"E","2013-02-20"
"36",27.69,"E","2012-04-10"
"36",28.5,"E","2013-02-20"
"60",13.14,"B","2013-02-20"
"36",12.49,"A","2012-05-10"
"60",16.95,"C","2012-04-10"
"36",20.85,"D","2012-04-10"
"36",19.79,"C","2012-04-10"
"60",18.4,"C","2013-02-20"
"60",19.15,"C","2012-04-10"
"60",18.4,"C","2013-02-20"
"60",21.79,"C","2012-05-10"
"36",19.02,"C","2012-10-22"
"60",14.19,"B","2012-05-10"
"36",8.69,"AA","2012-04-10"
"36",20.49,"C","2012-05-10"
"36",29.58,"E","2012-10-22"
"60",15.19,"B","2012-05-10"
"60",22.2,"C","2012-10-22"
"36",7.99,"AA","2012-05-10"
"36",12.99,"A","2012-05-10"
"36",25.54,"E","2013-02-20"
"36",27.86,"E","2012-05-10"
"36",13.55,"B","2013-02-20"
"60",26.1,"D","2014-02-27"
"36",21.55,"D","2012-04-10"
"36",26.24,"E","2013-02-20"
"60",19.84,"C","2012-05-10"
"36",9.9,"A","2013-02-20"
"36",10.34,"A","2012-05-10"
"60",27.36,"D","2013-04-12"
"36",29.32,"E","2012-05-10"
"36",17.65,"C","2013-02-20"
"60",18.45,"B","2014-02-27"
"36",19.7,"C","2013-02-20"
"60",19.14,"C","2012-05-10"
"36",11.39,"A","2013-02-20"
"36",15.5,"B","2012-04-10"
"36",19.8,"C","2012-04-10"
"60",13.64,"A","2012-10-22"
"60",23.79,"D","2012-04-10"
"36",14.14,"B","2013-09-14"
"36",16.79,"B","2012-10-22"
"36",10.89,"A","2013-09-14"
"60",17.6,"C","2012-04-10"
"60",13.14,"B","2013-02-20"
"36",13.99,"B","2012-04-10"
"36",29.24,"HR","2013-02-20"
"36",6.59,"AA","2012-04-10"
"36",31.77,"HR","2013-09-14"
"60",9.38,"AA","2013-09-14"
"36",29.25,"E","2012-04-10"
"36",31.77,"HR","2012-10-22"
"36",17.34,"C","2012-05-10"
"12",14.26,"C","2013-04-12"
"36",8.09,"AA","2013-02-20"
"36",21.48,"C","2012-10-22"
"36",17.25,"C","2013-02-20"
"36",31.77,"HR","2013-09-14"
"36",12.39,"A","2013-02-20"
"60",28.7,"D","2012-10-22"
"60",13.64,"A","2013-09-14"
"36",26.39,"E","2012-04-10"
"60",16.2,"C","2013-02-20"
"36",12.39,"A","2013-02-20"
"60",20.1,"D","2013-02-20"
"60",15.85,"B","2012-04-10"
"60",27.36,"D","2013-04-12"
"36",24.74,"E","2013-02-20"
"36",21.24,"C","2012-05-10"
"60",19.5,"C","2012-04-10"
"36",31.77,"HR","2013-09-14"
"36",28.59,"E","2012-05-10"
"36",22.25,"D","2012-04-10"
"60",18.19,"B","2013-04-12"
"36",11.39,"A","2013-02-20"
"60",22.18,"C","2013-09-14"
"36",14.85,"B","2013-02-20"
"36",16.95,"C","2012-04-10"
"36",14.14,"B","2012-10-22"
"60",24.98,"C","2012-10-22"
"36",10.29,"A","2013-02-20"
"60",23.1,"D","2012-05-10"
"60",21.18,"C","2013-09-14"
"60",21.18,"C","2013-09-14"
"36",8.79,"A","2013-02-20"
"60",23.62,"C","2012-10-22"
"60",16.2,"C","2013-02-20"
"36",31.77,"HR","2012-10-22"
"60",17.69,"B","2012-05-10"
"36",18.64,"C","2012-04-10"
"60",12.69,"A","2012-05-10"
"60",28.27,"D","2013-04-12"
"12",10.1,"B","2012-10-22"
"36",19.79,"C","2012-05-10"
"36",8.09,"AA","2013-02-20"
"36",15.99,"B","2012-05-10"
"36",11.51,"A","2012-10-22"
"36",8.69,"AA","2012-04-10"
"36",8.69,"AA","2012-04-10"
"60",33.04,"E","2012-10-22"
"36",31.77,"HR","2014-02-27"
"36",31.77,"HR","2013-09-14"
"36",20.99,"C","2012-10-22"
"12",23.84,"E","2012-10-22"
"60",24.43,"C","2014-02-27"
"36",31.77,"HR","2013-09-14"
"12",13.89,"C","2013-04-12"
"60",28.7,"D","2012-10-22"
"60",24.69,"D","2012-04-10"
"36",6.59,"AA","2012-04-10"
"36",9.9,"A","2013-02-20"
"36",20.19,"C","2013-09-14"
"60",19.4,"C","2013-02-20"
"36",27.12,"E","2012-05-10"
"60",28.7,"D","2012-10-22"
"60",17.65,"C","2013-02-20"
"36",8.79,"A","2013-02-20"
"60",26.72,"D","2012-04-10"
"60",12.08,"AA","2013-09-14"
"36",21.24,"C","2012-05-10"
"36",14.65,"B","2013-02-20"
"60",21.24,"B","2012-10-22"
"36",13.55,"B","2013-02-20"
"60",10.39,"A","2013-02-20"
"60",15.19,"B","2013-04-12"
"36",22.72,"D","2012-05-10"
"36",20.49,"C","2012-05-10"
"36",31.27,"HR","2014-02-27"
"36",26.24,"E","2013-02-20"
"36",10.34,"A","2012-05-10"
"36",15.99,"B","2013-09-14"
"60",24.89,"D","2013-09-14"
"36",23.24,"D","2013-09-14"
"60",19.2,"C","2013-02-20"
"36",18.24,"C","2012-05-10"
"36",9.3,"A","2013-02-20"
"60",13.14,"B","2013-02-20"
"36",12.49,"A","2012-04-10"
"36",16.79,"B","2012-04-10"
"36",11.89,"A","2013-02-20"
"36",23.24,"D","2012-10-22"
"60",11.59,"A","2012-04-10"
"36",10.5,"A","2012-04-10"
"60",20.85,"B","2014-02-27"
"60",15.5,"B","2012-04-10"
"36",28.39,"E","2013-09-14"
"36",12.03,"A","2012-04-10"
"60",14.74,"B","2012-05-10"
"60",15.85,"C","2013-02-20"
"36",9.3,"A","2013-02-20"
"36",24.69,"D","2012-04-10"
"36",14,"B","2013-02-20"
"36",11.99,"A","2013-02-20"
"60",15.2,"B","2012-04-10"
"60",14.5,"B","2013-02-20"
"36",14.4,"B","2013-02-20"
"36",19.39,"C","2013-04-12"
"60",19.15,"C","2012-04-10"
"36",10.99,"A","2013-02-20"
"36",11.99,"A","2012-04-10"
"36",31.77,"HR","2013-09-14"
"60",27.05,"D","2014-02-27"
"36",18.99,"C","2013-09-14"
"36",20.99,"C","2012-10-22"
"36",11.53,"A","2013-04-12"
"36",16.95,"C","2012-04-10"
"60",14.35,"B","2013-02-20"
"60",26.72,"D","2013-04-12"
"36",31.34,"HR","2012-04-10"
"60",10.99,"A","2012-05-10"
"36",18.55,"C","2013-02-20"
"36",19.02,"C","2012-10-22"
"60",12.49,"A","2012-04-10"
"36",14,"B","2013-02-20"
"36",12.39,"A","2013-02-20"
"60",10.76,"AA","2013-09-14"
"36",14,"B","2013-02-20"
"36",25.49,"E","2012-04-10"
"60",28.62,"E","2012-05-10"
"36",13.55,"B","2013-02-20"
"60",13.96,"A","2014-02-27"
"60",15,"B","2013-02-20"
"36",11.39,"A","2013-02-20"
"36",15.59,"B","2013-04-12"
"36",25.24,"D","2013-09-14"
"60",29.69,"E","2012-04-10"
"36",14,"B","2013-02-20"
"12",20.01,"D","2013-04-12"
"36",23.46,"D","2012-04-10"
"36",29.58,"E","2014-02-27"
"36",14,"B","2013-02-20"
"36",15.85,"B","2012-04-10"
"60",14.19,"B","2013-04-12"
"36",17.6,"C","2013-02-20"
"36",20.99,"C","2013-09-14"
"36",10.99,"A","2013-02-20"
"36",13.59,"B","2013-04-12"
"36",11.51,"A","2012-10-22"
"36",24.92,"D","2013-04-12"
"36",9.9,"A","2013-02-20"
"12",25.76,"E","2014-02-27"
"36",16.79,"B","2012-05-10"
"36",20.49,"C","2014-02-27"
"36",31.77,"HR","2012-10-22"
"36",8.09,"AA","2013-02-20"
"36",13.49,"B","2012-04-10"
"36",15.99,"B","2012-05-10"
"60",16.2,"B","2012-04-10"
"36",26.24,"E","2013-02-20"
"60",22.2,"C","2012-10-22"
"60",18.52,"B","2012-10-22"
"60",21.24,"B","2012-10-22"
"36",11.99,"A","2012-04-10"
"60",24.89,"D","2013-09-14"
"60",15.35,"B","2013-02-20"
"60",16.99,"B","2012-05-10"
"36",9.9,"A","2013-02-20"
"60",12.74,"B","2013-02-20"
"36",11.51,"A","2012-10-22"
"60",18.7,"C","2012-04-10"
"36",31.77,"HR","2013-09-14"
"60",26.32,"D","2012-10-22"
"36",12.49,"A","2012-05-10"
"36",20.49,"C","2014-02-27"
"36",20.99,"C","2013-09-14"
"60",15.19,"B","2012-05-10"
"36",12.49,"A","2012-05-10"
"60",15.19,"B","2013-04-12"
"60",15.2,"B","2012-04-10"
"36",15.85,"C","2013-02-20"
"36",14.35,"B","2013-02-20"
"60",20.99,"C","2012-05-10"
"36",29.58,"E","2014-02-27"
"36",8.49,"AA","2012-05-10"
"36",25.54,"E","2013-02-20"
"36",8.39,"AA","2013-09-14"
"36",10.5,"A","2012-04-10"
"36",21.99,"D","2012-04-10"
"36",20.49,"C","2013-04-12"
"36",7.59,"AA","2012-05-10"
"60",17.97,"B","2013-09-14"
"36",8.09,"AA","2013-02-20"
"36",8.39,"AA","2013-09-14"
"36",24.99,"D","2012-10-22"
"60",13.34,"A","2012-05-10"
"36",12.99,"A","2012-04-10"
"36",17.74,"C","2013-09-14"
"36",31.77,"HR","2012-10-22"
"36",15,"B","2013-02-20"
"36",21.48,"C","2012-10-22"
"60",15.85,"C","2013-02-20"
"36",7.99,"AA","2012-05-10"
"36",12.74,"B","2013-02-20"
"36",20.99,"C","2013-09-14"
"36",22.72,"D","2012-05-10"
"60",22.26,"C","2013-09-14"
